id,name,codename,family,house,purpose,trustTier,surfaces,permissionClass,protocols,endpoint,latencyMs,costWeight,billingClass,capabilities,dependencies,version,status
TOOL-186,Queue Depth Trigger,TRIG-QUEUE,TRIGGERS,DEFENSE,Auto-executes when message queue depth exceeds capacity,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/defense/trig-queue,13,0.2,per-evaluation,"trigger,condition,trig-queue",ANOMALY-DETECTOR,1.0.0,active
TOOL-187,Connection Count Trigger,TRIG-CONN,TRIGGERS,CREATION,Auto-executes when connection count approaches limits,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/creation/trig-conn,15,0.23,per-evaluation,"trigger,condition,trig-conn",ANOMALY-DETECTOR,1.0.0,active
TOOL-188,Request Rate Trigger,TRIG-REQ-RATE,TRIGGERS,ECONOMICS,Auto-executes when request rate exceeds capacity planning,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/economics/trig-req-rate,17,0.26,per-evaluation,"trigger,condition,trig-req-rate",ANOMALY-DETECTOR,1.0.0,active
TOOL-189,Cost Limit Trigger,TRIG-COST,TRIGGERS,INFRASTRUCTURE,Auto-executes when spending approaches budget limits,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/infrastructure/trig-cost,19,0.29,per-evaluation,"trigger,condition,trig-cost",ANOMALY-DETECTOR,1.0.0,active
TOOL-190,SLA Breach Trigger,TRIG-SLA,TRIGGERS,CONSCIOUSNESS,Auto-executes when service level agreement is at risk,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/consciousness/trig-sla,21,0.32,per-evaluation,"trigger,condition,trig-sla",ANOMALY-DETECTOR,1.0.0,active
TOOL-191,Anomaly Score Trigger,TRIG-ANOMALY,TRIGGERS,CROWN,Auto-executes when anomaly score exceeds confidence threshold,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/crown/trig-anomaly,3,0.35,per-evaluation,"trigger,condition,trig-anomaly",ANOMALY-DETECTOR,1.0.0,active
TOOL-192,Drift Detection Trigger,TRIG-DRIFT,TRIGGERS,COGNITION,Auto-executes when configuration drift is detected,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/cognition/trig-drift,5,0.38,per-evaluation,"trigger,condition,trig-drift",ANOMALY-DETECTOR,1.0.0,active
TOOL-193,Staleness Trigger,TRIG-STALE,TRIGGERS,MEMORY,Auto-executes when data freshness falls below requirements,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/memory/trig-stale,7,0.41,per-evaluation,"trigger,condition,trig-stale",ANOMALY-DETECTOR,1.0.0,active
TOOL-194,Expiry Trigger,TRIG-EXPIRY,TRIGGERS,PERCEPTION,Auto-executes when certificates or tokens approach expiration,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/perception/trig-expiry,9,0.44,per-evaluation,"trigger,condition,trig-expiry",ANOMALY-DETECTOR,1.0.0,active
TOOL-195,Capacity Trigger,TRIG-CAPACITY,TRIGGERS,COMMUNICATION,Auto-executes when system capacity reaches planning threshold,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/communication/trig-capacity,11,0.07,per-evaluation,"trigger,condition,trig-capacity",ANOMALY-DETECTOR,1.0.0,active
TOOL-196,Degradation Trigger,TRIG-DEGRADE,TRIGGERS,DEFENSE,Auto-executes when service degradation pattern emerges,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/defense/trig-degrade,13,0.1,per-evaluation,"trigger,condition,trig-degrade",ANOMALY-DETECTOR,1.0.0,active
TOOL-197,Pattern Match Trigger,TRIG-PATTERN,TRIGGERS,CREATION,Auto-executes when predefined behavioral pattern is matched,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/creation/trig-pattern,15,0.13,per-evaluation,"trigger,condition,trig-pattern",ANOMALY-DETECTOR,1.0.0,active
TOOL-198,Sentiment Shift Trigger,TRIG-SENTIMENT,TRIGGERS,ECONOMICS,Auto-executes when user sentiment shifts significantly,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/economics/trig-sentiment,17,0.16,per-evaluation,"trigger,condition,trig-sentiment",ANOMALY-DETECTOR,1.0.0,active
TOOL-199,Compliance Violation Trigger,TRIG-COMPLY,TRIGGERS,INFRASTRUCTURE,Auto-executes when compliance violation is detected,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/infrastructure/trig-comply,19,0.19,per-evaluation,"trigger,condition,trig-comply",ANOMALY-DETECTOR,1.0.0,active
TOOL-200,Security Event Trigger,TRIG-SECURITY,TRIGGERS,CONSCIOUSNESS,Auto-executes when security-relevant event is detected,T1-AUTOMATED,trigger-engine,auto-execute,ICP-TRIGGER,organism://nova/consciousness/trig-security,21,0.22,per-evaluation,"trigger,condition,trig-security",ANOMALY-DETECTOR,1.0.0,active
TOOL-201,OpenAI Adapter,ADAPT-OPENAI,ADAPTERS,CROWN,Connects to OpenAI API for model inference,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/crown/adapt-openai,100,0.5,pass-through,"adapter,integration,adapt-openai",CALL-ROUTER,1.0.0,active
TOOL-202,Anthropic Adapter,ADAPT-ANTHROPIC,ADAPTERS,COGNITION,Connects to Anthropic API for Claude model access,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/cognition/adapt-anthropic,120,0.6,pass-through,"adapter,integration,adapt-anthropic",CALL-ROUTER,1.0.0,active
TOOL-203,Google AI Adapter,ADAPT-GOOGLE-AI,ADAPTERS,MEMORY,Connects to Google AI platform for Gemini access,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/memory/adapt-google-ai,140,0.7,pass-through,"adapter,integration,adapt-google-ai",CALL-ROUTER,1.0.0,active
TOOL-204,AWS Bedrock Adapter,ADAPT-BEDROCK,ADAPTERS,PERCEPTION,Connects to AWS Bedrock for managed model inference,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/perception/adapt-bedrock,160,0.8,pass-through,"adapter,integration,adapt-bedrock",CALL-ROUTER,1.0.0,active
TOOL-205,Azure OpenAI Adapter,ADAPT-AZURE-OAI,ADAPTERS,COMMUNICATION,Connects to Azure OpenAI service for enterprise AI,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/communication/adapt-azure-oai,180,0.9,pass-through,"adapter,integration,adapt-azure-oai",CALL-ROUTER,1.0.0,active
TOOL-206,Hugging Face Adapter,ADAPT-HUGGINGFACE,ADAPTERS,DEFENSE,Connects to Hugging Face inference endpoints,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/defense/adapt-huggingface,200,1.0,pass-through,"adapter,integration,adapt-huggingface",CALL-ROUTER,1.0.0,active
TOOL-207,Cohere Adapter,ADAPT-COHERE,ADAPTERS,CREATION,Connects to Cohere API for NLP operations,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/creation/adapt-cohere,220,1.1,pass-through,"adapter,integration,adapt-cohere",CALL-ROUTER,1.0.0,active
TOOL-208,Mistral Adapter,ADAPT-MISTRAL,ADAPTERS,ECONOMICS,Connects to Mistral AI for open-weight model access,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/economics/adapt-mistral,240,1.2,pass-through,"adapter,integration,adapt-mistral",CALL-ROUTER,1.0.0,active
TOOL-209,Ollama Adapter,ADAPT-OLLAMA,ADAPTERS,INFRASTRUCTURE,Connects to local Ollama instance for self-hosted models,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/infrastructure/adapt-ollama,260,1.3,pass-through,"adapter,integration,adapt-ollama",CALL-ROUTER,1.0.0,active
TOOL-210,LangChain Adapter,ADAPT-LANGCHAIN,ADAPTERS,CONSCIOUSNESS,Integrates LangChain orchestration framework,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/consciousness/adapt-langchain,280,1.4,pass-through,"adapter,integration,adapt-langchain",CALL-ROUTER,1.0.0,active
TOOL-211,Slack Adapter,ADAPT-SLACK,ADAPTERS,CROWN,Connects to Slack workspace for messaging integration,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/crown/adapt-slack,300,1.5,pass-through,"adapter,integration,adapt-slack",CALL-ROUTER,1.0.0,active
TOOL-212,Discord Adapter,ADAPT-DISCORD,ADAPTERS,COGNITION,Connects to Discord servers for bot integration,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/cognition/adapt-discord,320,1.6,pass-through,"adapter,integration,adapt-discord",CALL-ROUTER,1.0.0,active
TOOL-213,GitHub Adapter,ADAPT-GITHUB,ADAPTERS,MEMORY,Connects to GitHub API for repository operations,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/memory/adapt-github,340,1.7,pass-through,"adapter,integration,adapt-github",CALL-ROUTER,1.0.0,active
TOOL-214,Jira Adapter,ADAPT-JIRA,ADAPTERS,PERCEPTION,Connects to Jira for issue and project tracking,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/perception/adapt-jira,360,1.8,pass-through,"adapter,integration,adapt-jira",CALL-ROUTER,1.0.0,active
TOOL-215,Confluence Adapter,ADAPT-CONFLUENCE,ADAPTERS,COMMUNICATION,Connects to Confluence for knowledge base access,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/communication/adapt-confluence,380,1.9,pass-through,"adapter,integration,adapt-confluence",CALL-ROUTER,1.0.0,active
TOOL-216,Datadog Adapter,ADAPT-DATADOG,ADAPTERS,DEFENSE,Connects to Datadog for metrics and monitoring,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/defense/adapt-datadog,400,2.0,pass-through,"adapter,integration,adapt-datadog",CALL-ROUTER,1.0.0,active
TOOL-217,PagerDuty Adapter,ADAPT-PAGERDUTY,ADAPTERS,CREATION,Connects to PagerDuty for incident management,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/creation/adapt-pagerduty,420,2.1,pass-through,"adapter,integration,adapt-pagerduty",CALL-ROUTER,1.0.0,active
TOOL-218,Terraform Adapter,ADAPT-TERRAFORM,ADAPTERS,ECONOMICS,Connects to Terraform for infrastructure management,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/economics/adapt-terraform,440,2.2,pass-through,"adapter,integration,adapt-terraform",CALL-ROUTER,1.0.0,active
TOOL-219,Kubernetes Adapter,ADAPT-K8S,ADAPTERS,INFRASTRUCTURE,Connects to Kubernetes clusters for container orchestration,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/infrastructure/adapt-k8s,460,2.3,pass-through,"adapter,integration,adapt-k8s",CALL-ROUTER,1.0.0,active
TOOL-220,Docker Adapter,ADAPT-DOCKER,ADAPTERS,CONSCIOUSNESS,Connects to Docker engine for container management,T2-EXTERNAL,connector-hub,external-call,ICP-ADAPT,organism://nova/consciousness/adapt-docker,480,2.4,pass-through,"adapter,integration,adapt-docker",CALL-ROUTER,1.0.0,active
TOOL-221,Latency Sensor,SENSOR-LATENCY,SENSORS,CROWN,Continuously measures response latency across services,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/crown/sensor-latency,2,0.02,included,"sensor,monitoring,sensor-latency",LOG-STREAMER,1.0.0,active
TOOL-222,Throughput Sensor,SENSOR-THROUGHPUT,SENSORS,COGNITION,Monitors request throughput and processing rates,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/cognition/sensor-throughput,3,0.03,included,"sensor,monitoring,sensor-throughput",LOG-STREAMER,1.0.0,active
TOOL-223,Error Rate Sensor,SENSOR-ERROR,SENSORS,MEMORY,Tracks error rates and failure patterns in real time,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/memory/sensor-error,4,0.04,included,"sensor,monitoring,sensor-error",LOG-STREAMER,1.0.0,active
TOOL-224,Availability Sensor,SENSOR-AVAIL,SENSORS,PERCEPTION,Monitors service availability and uptime percentages,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/perception/sensor-avail,5,0.05,included,"sensor,monitoring,sensor-avail",LOG-STREAMER,1.0.0,active
TOOL-225,Saturation Sensor,SENSOR-SATURATE,SENSORS,COMMUNICATION,Measures resource saturation levels across components,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/communication/sensor-saturate,6,0.06,included,"sensor,monitoring,sensor-saturate",LOG-STREAMER,1.0.0,active
TOOL-226,Utilization Sensor,SENSOR-UTILIZE,SENSORS,DEFENSE,Tracks resource utilization efficiency metrics,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/defense/sensor-utilize,7,0.07,included,"sensor,monitoring,sensor-utilize",LOG-STREAMER,1.0.0,active
TOOL-227,Queue Depth Sensor,SENSOR-QUEUE,SENSORS,CREATION,Monitors message queue depths and processing lag,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/creation/sensor-queue,8,0.08,included,"sensor,monitoring,sensor-queue",LOG-STREAMER,1.0.0,active
TOOL-228,Cache Hit Sensor,SENSOR-CACHE-HIT,SENSORS,ECONOMICS,Tracks cache hit ratios and eviction rates,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/economics/sensor-cache-hit,9,0.09,included,"sensor,monitoring,sensor-cache-hit",LOG-STREAMER,1.0.0,active
TOOL-229,Connection Health Sensor,SENSOR-CONN-HP,SENSORS,INFRASTRUCTURE,Monitors connection pool health and availability,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/infrastructure/sensor-conn-hp,10,0.1,included,"sensor,monitoring,sensor-conn-hp",LOG-STREAMER,1.0.0,active
TOOL-230,Memory Pressure Sensor,SENSOR-MEM-PRESS,SENSORS,CONSCIOUSNESS,Tracks memory allocation pressure and GC activity,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/consciousness/sensor-mem-press,11,0.11,included,"sensor,monitoring,sensor-mem-press",LOG-STREAMER,1.0.0,active
TOOL-231,CPU Temperature Sensor,SENSOR-CPU-TEMP,SENSORS,CROWN,Monitors CPU thermal levels and throttling risk,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/crown/sensor-cpu-temp,2,0.12,included,"sensor,monitoring,sensor-cpu-temp",LOG-STREAMER,1.0.0,active
TOOL-232,Network Bandwidth Sensor,SENSOR-NET-BW,SENSORS,COGNITION,Measures network bandwidth utilization and capacity,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/cognition/sensor-net-bw,3,0.13,included,"sensor,monitoring,sensor-net-bw",LOG-STREAMER,1.0.0,active
TOOL-233,Disk I/O Sensor,SENSOR-DISK-IO,SENSORS,MEMORY,Monitors disk read/write operations and throughput,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/memory/sensor-disk-io,4,0.14,included,"sensor,monitoring,sensor-disk-io",LOG-STREAMER,1.0.0,active
TOOL-234,API Response Sensor,SENSOR-API-RESP,SENSORS,PERCEPTION,Tracks API response quality and completeness,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/perception/sensor-api-resp,5,0.15,included,"sensor,monitoring,sensor-api-resp",LOG-STREAMER,1.0.0,active
TOOL-235,User Experience Sensor,SENSOR-UX,SENSORS,COMMUNICATION,Measures user experience quality indicators,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/communication/sensor-ux,6,0.16,included,"sensor,monitoring,sensor-ux",LOG-STREAMER,1.0.0,active
TOOL-236,Model Accuracy Sensor,SENSOR-MODEL-ACC,SENSORS,DEFENSE,Monitors AI model prediction accuracy over time,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/defense/sensor-model-acc,7,0.02,included,"sensor,monitoring,sensor-model-acc",LOG-STREAMER,1.0.0,active
TOOL-237,Data Freshness Sensor,SENSOR-DATA-FRESH,SENSORS,CREATION,Tracks data staleness and refresh rates,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/creation/sensor-data-fresh,8,0.03,included,"sensor,monitoring,sensor-data-fresh",LOG-STREAMER,1.0.0,active
TOOL-238,Config Drift Sensor,SENSOR-CFG-DRIFT,SENSORS,ECONOMICS,Detects configuration drift from desired state,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/economics/sensor-cfg-drift,9,0.04,included,"sensor,monitoring,sensor-cfg-drift",LOG-STREAMER,1.0.0,active
TOOL-239,Dependency Health Sensor,SENSOR-DEP-HP,SENSORS,INFRASTRUCTURE,Monitors health of upstream and downstream dependencies,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/infrastructure/sensor-dep-hp,10,0.05,included,"sensor,monitoring,sensor-dep-hp",LOG-STREAMER,1.0.0,active
TOOL-240,Cost Burn Sensor,SENSOR-COST-BURN,SENSORS,CONSCIOUSNESS,Tracks real-time cost burn rate against budget,T1-MONITOR,sensor-mesh,read-only,ICP-SENSOR,organism://nova/consciousness/sensor-cost-burn,11,0.06,included,"sensor,monitoring,sensor-cost-burn",LOG-STREAMER,1.0.0,active
TOOL-241,Input Validation Shield,SHIELD-INPUT-VALID,SHIELDS,CROWN,Validates and sanitizes all incoming data inputs,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/crown/shield-input-valid,1,0.01,included,"shield,protection,shield-input-valid",SENTINEL-WATCH,1.0.0,active
TOOL-242,Output Sanitization Shield,SHIELD-OUTPUT-SAN,SHIELDS,COGNITION,Sanitizes outgoing data to prevent information leaks,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/cognition/shield-output-san,2,0.015,included,"shield,protection,shield-output-san",SENTINEL-WATCH,1.0.0,active
TOOL-243,Rate Limit Shield,SHIELD-RATE-LIMIT,SHIELDS,MEMORY,Enforces rate limiting to prevent resource exhaustion,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/memory/shield-rate-limit,3,0.02,included,"shield,protection,shield-rate-limit",SENTINEL-WATCH,1.0.0,active
TOOL-244,DDoS Protection Shield,SHIELD-DDOS,SHIELDS,PERCEPTION,Protects against distributed denial-of-service attacks,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/perception/shield-ddos,4,0.025,included,"shield,protection,shield-ddos",SENTINEL-WATCH,1.0.0,active
TOOL-245,SQL Injection Shield,SHIELD-SQLI,SHIELDS,COMMUNICATION,Prevents SQL injection attacks on data queries,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/communication/shield-sqli,5,0.03,included,"shield,protection,shield-sqli",SENTINEL-WATCH,1.0.0,active
TOOL-246,XSS Prevention Shield,SHIELD-XSS,SHIELDS,DEFENSE,Prevents cross-site scripting attacks in outputs,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/defense/shield-xss,6,0.035,included,"shield,protection,shield-xss",SENTINEL-WATCH,1.0.0,active
TOOL-247,CSRF Protection Shield,SHIELD-CSRF,SHIELDS,CREATION,Protects against cross-site request forgery attacks,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/creation/shield-csrf,7,0.04,included,"shield,protection,shield-csrf",SENTINEL-WATCH,1.0.0,active
TOOL-248,Authentication Shield,SHIELD-AUTHN,SHIELDS,ECONOMICS,Enforces strong authentication for all access points,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/economics/shield-authn,8,0.045,included,"shield,protection,shield-authn",SENTINEL-WATCH,1.0.0,active
TOOL-249,Authorization Shield,SHIELD-AUTHZ,SHIELDS,INFRASTRUCTURE,Enforces fine-grained authorization policies,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/infrastructure/shield-authz,1,0.05,included,"shield,protection,shield-authz",SENTINEL-WATCH,1.0.0,active
TOOL-250,Encryption Shield,SHIELD-ENCRYPT,SHIELDS,CONSCIOUSNESS,Ensures data encryption at rest and in transit,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/consciousness/shield-encrypt,2,0.055,included,"shield,protection,shield-encrypt",SENTINEL-WATCH,1.0.0,active
TOOL-251,Data Masking Shield,SHIELD-DATA-MASK,SHIELDS,CROWN,Masks sensitive data fields in logs and displays,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/crown/shield-data-mask,3,0.06,included,"shield,protection,shield-data-mask",SENTINEL-WATCH,1.0.0,active
TOOL-252,PII Protection Shield,SHIELD-PII,SHIELDS,COGNITION,Detects and protects personally identifiable information,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/cognition/shield-pii,4,0.065,included,"shield,protection,shield-pii",SENTINEL-WATCH,1.0.0,active
TOOL-253,Prompt Injection Shield,SHIELD-PROMPT-INJ,SHIELDS,MEMORY,Prevents prompt injection attacks on AI systems,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/memory/shield-prompt-inj,5,0.07,included,"shield,protection,shield-prompt-inj",SENTINEL-WATCH,1.0.0,active
TOOL-254,Hallucination Guard Shield,SHIELD-HALLUC,SHIELDS,PERCEPTION,Guards against AI hallucination in critical outputs,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/perception/shield-halluc,6,0.075,included,"shield,protection,shield-halluc",SENTINEL-WATCH,1.0.0,active
TOOL-255,Toxicity Filter Shield,SHIELD-TOXIC,SHIELDS,COMMUNICATION,Filters toxic content from AI-generated responses,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/communication/shield-toxic,7,0.08,included,"shield,protection,shield-toxic",SENTINEL-WATCH,1.0.0,active
TOOL-256,Bias Mitigation Shield,SHIELD-BIAS,SHIELDS,DEFENSE,Mitigates bias in AI decision-making processes,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/defense/shield-bias,8,0.085,included,"shield,protection,shield-bias",SENTINEL-WATCH,1.0.0,active
TOOL-257,Copyright Protection Shield,SHIELD-COPYRIGHT,SHIELDS,CREATION,Prevents generation of copyrighted content,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/creation/shield-copyright,1,0.01,included,"shield,protection,shield-copyright",SENTINEL-WATCH,1.0.0,active
TOOL-258,Data Exfiltration Shield,SHIELD-EXFIL,SHIELDS,ECONOMICS,Prevents unauthorized data exfiltration attempts,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/economics/shield-exfil,2,0.015,included,"shield,protection,shield-exfil",SENTINEL-WATCH,1.0.0,active
TOOL-259,Model Extraction Shield,SHIELD-MODEL-EXT,SHIELDS,INFRASTRUCTURE,Protects against model extraction and theft attacks,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/infrastructure/shield-model-ext,3,0.02,included,"shield,protection,shield-model-ext",SENTINEL-WATCH,1.0.0,active
TOOL-260,Adversarial Input Shield,SHIELD-ADVERSARIAL,SHIELDS,CONSCIOUSNESS,Detects and blocks adversarial input manipulation,T0-SECURITY,shield-wall,enforce,ICP-SHIELD,organism://nova/consciousness/shield-adversarial,4,0.025,included,"shield,protection,shield-adversarial",SENTINEL-WATCH,1.0.0,active
